Id,Price
4567,165449.61478341027
5925,128071.7065908016
960,152417.70884882277
3848,166749.92405037885
746,167663.3811884965
868,404805.7322805296
672,128704.00931287708
2471,193969.94634258654
4510,141384.1845365296
8354,202440.5511305513
6393,176667.59549584085
13270,241639.58812977083
5250,276740.06018208776
16751,166023.4846452734
11404,123152.80916450336
10588,299460.5439279037
14925,194936.262198413
6791,237644.14499148203
16097,197994.82728754857
16428,378523.73612432904
6945,351764.39561336715
3190,190391.96296776584
15709,463363.7147274681
13155,191361.29300564327
7675,213267.95860685693
14686,237398.2484007488
609,175338.061825984
11155,138487.18130589844
10869,201378.29310957584
15742,180578.28871272638
9245,198342.1585145995
3340,201850.54505947375
2359,275511.42596695956
8070,229989.33880945924
13707,141895.67182734224
16079,286215.7395342036
15937,265144.7269123486
14090,176216.88534409445
9008,202594.8289922684
16384,181740.2141368179
11657,260857.0335664876
13151,163097.58182462776
8990,202666.2164472243
11857,187959.86877203936
1565,141369.2887124188
8174,89352.96963960865
9247,256248.23413134032
10478,219119.60735395632
15509,154253.8486390174
8306,189747.93378703226
6642,194219.9841550535
7472,253229.95944272922
15989,128749.09803602254
13682,138923.5778593779
163,273284.71140197804
7076,181272.34769155463
7478,346949.5725799252
3029,192183.73443626965
1814,146018.3054168679
10057,122928.09887598893
15100,191043.94881896392
12694,221901.06933846395
6291,176137.6503597481
12603,219311.33419532955
3218,238858.36292401867
13456,128773.26574479415
10170,239035.6510396985
4530,164944.2682775444
13329,166472.48494614844
4820,157262.95074161133
10896,176917.50745435435
13416,121971.20559832164
2701,241567.29169266167
11265,338124.9455678833
9189,289743.7252449603
1858,196699.7703545389
14536,243590.3090320541
6199,302718.6712087009
14730,154305.93181642014
7510,252649.31950913742
15505,175080.36952800103
7446,204020.2097411897
14016,187828.35940810858
14113,134737.8708566465
8721,278951.2573324814
6193,268307.686047425
5717,182621.01928661994
5427,365006.72736771795
9520,516702.6638803724
6869,119829.37686182569
1658,154767.6015167411
6639,214612.80270574984
6283,187805.28430861127
6257,128057.17470218321
15235,181560.29006944344
902,232151.12355699053
8932,221309.463377804
16469,329306.4052082812
2825,270288.8866518282
6450,433020.4982894361
11366,181294.2430295564
3801,289139.5378058977
11385,221571.20747245252
1079,208230.2215901808
3202,243275.94366723218
676,236694.31647094287
6185,268553.44065837853
7730,176131.97842316754
2573,172639.7586947557
10978,203148.23606074587
10962,262386.15820182185
8870,191413.39572239545
8496,182757.40263622624
5517,178283.08696927413
927,191081.25283267468
13675,179078.37872261225
1499,225631.0180464823
15536,316686.74924865196
8602,338055.95227819256
12137,370065.989044119
9865,255396.86825224228
16353,272808.91767049057
15908,219993.25560953104
3944,184172.58535203765
10359,194245.93457670658
15158,215924.0046379291
3259,259965.81455636653
7220,338075.2097628145
13843,214073.44985129766
16736,202917.50645614899
702,245281.5201197755
16401,123565.81897576239
12134,177694.06861438826
6918,198147.84513372811
11792,129064.00981480161
3798,170396.61742530094
10395,128474.13990612632
11099,144695.03413096973
7090,210313.1267180043
11260,191300.90349430664
9647,224453.41471668865
2903,356128.7131659928
2071,185094.20232009643
8604,215820.8960051961
9346,215859.9090253248
3945,215471.9343842941
3420,138787.59748285447
10842,128409.83650773262
725,165766.46391631113
13931,206476.78198380253
16330,252217.72294880808
9066,440718.54681319447
3326,324286.9661235185
1556,259353.5497007656
6579,107380.76072038461
13877,153908.40832827083
9857,336019.44761298515
7302,242850.13592682837
5684,174370.69379381457
6513,245338.49265190444
11342,120513.64871096195
16561,241317.26817814284
6885,187376.81889284193
9308,186398.14520773845
2559,166472.48494614844
6648,189244.666748215
15260,171474.97096722972
5113,182879.00909326217
16492,187189.0383832336
12034,275340.44263559254
7248,192367.81091660337
2171,208325.21957680926
10594,183054.84110668153
13241,195960.18893735946
7032,162292.0836629976
4884,148704.76525327016
903,254185.34685741444
162,161947.6700736703
6566,219959.51686221352
8249,139839.37051017955
13106,219358.08216375543
256,128409.83650773262
7976,166340.07479008855
8575,175967.82336602826
7591,306473.46829826833
3204,249812.2451585235
15804,203415.1601463852
1525,322924.91153125727
9038,204271.97241978848
13628,203001.47788958965
10016,205690.33432472395
10208,238245.88669250187
2008,191681.19890780488
13029,192113.12005428027
5099,128474.13990612632
9923,325658.3696898652
9461,152192.0511422635
11086,176740.92634822952
15057,227510.84245121857
10689,176995.7180327028
2053,244878.19083534085
16630,170856.2577789512
4985,166340.07479008855
13881,233486.40436755124
13225,187231.75233906892
5779,79072.08065617112
10262,173018.67830734412
10762,242163.9067673905
9513,181737.77706867363
11128,176856.60418215595
2074,343036.8592316757
933,194628.84709759365
2780,180861.88181328872
6594,107297.67121182919
15394,303074.3093002735
14863,139163.50080608338
6698,216168.28048150265
1611,320135.11399418005
174,188365.32715324583
5160,255797.48937959215
3295,304314.7867837673
4559,358831.5220695869
8254,179889.51217447506
10228,119891.37143651438
13924,131479.5111942212
15341,254928.919563194
4353,193747.0045207479
4334,79072.08065617112
1872,176104.55798862287
7823,179355.52323560085
310,154032.8686990875
3704,265834.7694851518
11615,194592.55758087075
6605,201086.27787076816
3381,193215.67798981903
2143,145837.8769776116
3191,225834.88098035497
13980,136265.04873824198
15613,174133.57981345063
10943,254544.78552442987
9654,177223.89889818808
16053,349347.6209473594
14931,216968.7248092628
8299,239407.03830474534
2147,175910.5531451118
11567,370864.28159295407
5905,129012.10558113366
11160,124585.2619857293
8275,146547.95489239448
16398,270242.31871213723
11229,186222.26097119143
10309,180289.16460300062
7340,244682.42623984785
7653,172275.75965336483
272,219272.57930900314
9831,238887.8175253249
5016,129322.77110801487
5968,79072.08065617112
796,230206.30562289307
12123,129032.22255715143
16629,186798.7733745344
2637,162579.80070493277
6194,225330.3554163007
6216,382859.6177931364
14346,162757.5222793966
6428,132347.68158124454
2891,225926.0835595976
84,194269.4572191839
9260,191165.17560899415
15250,145930.7964604978
2348,194683.8949349469
10427,267833.9561991944
13230,266518.1488674688
1691,177616.730285793
8803,128485.45503361827
5464,200060.62709631093
10559,120582.95916142962
16787,300000.42847808683
4278,163945.16709757913
6183,178015.09014886178
12775,176039.99828938616
10104,167628.74584477468
13663,190722.18164072515
9404,269523.82863863173
14724,224632.99716038434
10040,181701.3024276305
4646,186765.65080788266
4754,154941.8441539108
3310,219984.30175992133
2003,191398.8779157627
7312,285905.1112978805
10921,216139.81265834448
13419,264603.54991837445
10105,159795.02392371232
2196,330419.8505366737
12659,235660.04633302172
4380,210867.5627967042
10847,131209.4661955421
10805,280555.4298170355
8709,107297.67121182919
8319,187289.5689827069
2215,181983.6684206633
7000,195092.04062510055
7701,107324.9924690809
9678,194417.8265136567
14026,195801.06994558274
7971,177472.8744421169
13734,147737.34854980683
16483,181808.89549445474
6150,211087.79994685255
2931,347390.66845647135
5418,185829.3147908597
1662,517616.7643306576
2441,210423.9495623755
669,156378.8473601719
7734,170475.35278299314
6010,244985.29590025672
266,125039.48772201777
632,124041.69321784186
16221,134422.62992317945
11832,180653.8374204694
5035,129063.86464044964
37,122482.41714045334
6168,182324.28447803503
11757,181063.09654522207
8086,124876.78314838094
6529,237428.27248203894
15121,233363.65902795852
13904,145654.50613407727
3711,167687.40377110738
16563,129233.17059584841
14494,178330.54649829143
3006,212407.62470191813
15299,142701.0253296418
92,277490.8835025834
8066,184593.29707185525
16071,203593.7726115003
10662,141945.18986950308
3883,218565.62471350338
5511,129577.93265135525
2821,262250.90502833086
9570,179126.79005942494
4326,259009.78309104583
9251,239222.46786188454
9031,209930.6192627038
12689,187091.2595436499
16380,338176.96717138554
1053,211633.39224148632
4568,261946.78435309228
16140,120413.52697481841
14356,384559.4874819418
8466,179040.55574977866
15652,141993.20342360935
3285,121998.91121407737
3198,164857.72164332014
14088,430135.67884571786
2268,123070.0131064509
15472,197908.41569286978
1203,253477.45585456464
7157,293081.92673633294
6886,181983.20810807243
5083,243957.01716919185
7467,121873.4494098029
14068,218269.52452095057
2080,182368.3322652168
10865,152950.42737817435
13516,176878.00749177675
14150,197439.18007888464
7609,107297.67121182919
2144,280515.2265784114
10357,209058.61369595552
2396,231085.3341188421
1526,369608.88664095494
10890,228350.6822747487
8638,357937.0079718797
6050,272880.50410411874
7639,119829.37686182569
10544,180434.81077215108
9577,269235.3804400178
13195,218298.91731954596
3484,236514.30503448672
16668,372372.6994614619
7171,187185.0749435872
8547,228368.78877338805
12735,192139.47102447881
9093,187557.1967369981
15323,281139.4785266164
14897,143485.40628958368
5135,125860.99545143505
5327,232776.55843967773
13133,250844.07857515872
1676,272079.9509154542
16296,275560.90960837784
1095,153879.97423212123
12528,155456.3143013768
7348,271985.2197083015
11663,171001.20374078176
1803,210875.9952012811
1510,248879.73286897174
16045,181525.77919920385
2900,144835.0695486848
3236,190816.55193821306
1318,278280.03445672285
14948,217510.13873242063
7840,284709.0034538382
15325,189277.00425882547
8700,137066.11729925883
15706,190144.8591621343
14449,165711.5271857156
16117,183230.11906958214
4529,180373.43107750936
11199,196115.18281540932
4052,298210.2787694109
821,194823.3017386444
68,282280.52181510977
554,128488.91185797361
452,191899.04091185424
11394,319941.2403932284
11393,178754.1014199916
9535,154482.07542469594
4024,177150.43789627517
10069,232499.65343380676
12007,149047.3731109123
12368,355899.62512086774
1259,355223.16086517624
1124,271689.80082075275
3707,189360.03971985896
8767,155632.57495270795
1919,156611.21644942925
16741,158518.76411031457
6664,274318.661619954
5688,358790.6285969822
7799,143028.0471384587
14843,357020.7294078372
7532,182683.98557522648
8133,155063.36672528725
6264,335776.5109333248
4125,170451.80010985446
2410,182256.46168261024
13607,221554.29768846094
1716,270604.13280576747
1370,142932.83477421245
2273,350361.0808320785
15298,333937.5065758507
4284,247686.59658680373
12303,163473.38789332015
7808,145726.63790605593
2203,124624.21948351874
7237,123244.91499861745
15864,163061.79956952218
2844,181837.76834694552
5729,162230.69066528507
11812,287392.9698418219
1779,146377.67984256768
6442,153599.06345702615
6160,256456.81065464488
8266,189765.87325249374
9903,162113.56269837
2867,124645.97928316002
6998,179053.1716392597
13932,166472.48494614844
12587,165838.73168849494
3611,227495.05703581974
2646,270322.703707877
1890,167747.7307602602
860,250747.77694552898
14187,208179.58917592544
12569,241731.31838823273
1276,106069.01045761707
12025,213886.73194824925
4890,311151.60536239605
14410,258551.7704806591
10352,277574.1926751901
11407,232215.81311599433
10384,174138.7876615374
7622,266456.67417353636
12578,166472.48494614844
15820,186682.485382094
563,205015.0962855123
15226,172475.33362906796
6396,218325.0752205342
6247,145986.42455222295
3339,152729.95448141193
10975,248049.0878116557
7475,107297.67121182919
11129,204914.40840106626
3051,339911.13591118885
10232,223151.26163497637
14106,187421.12488775258
5502,218094.76925770845
4558,79072.08065617112
4181,151711.50516065143
8426,129020.90742965948
6611,181531.68308160632
14641,155324.22782540246
15539,247216.2964873749
13119,159554.92450008297
11716,178605.02905213778
7316,241391.02576733593
7791,121088.36369562529
13034,323021.1105250647
1068,320463.8163059907
4060,178647.04422606464
10172,194047.13063599548
2591,189456.76400340933
12494,330471.35929517966
7828,283798.83170925896
15284,188612.11812741667
7947,162147.10299054362
16335,212259.81061102715
10234,320294.6549984311
2797,269884.35874652996
5341,249359.85187708086
3059,269837.68523572956
1559,79072.08065617112
15320,273552.22903285216
10284,365206.9310785289
4134,234463.5916380993
4481,240339.77602073908
7222,183515.67046934826
4062,202007.94265146222
2192,173322.82285389001
9637,182340.15772868515
16236,171649.40588296263
4272,164279.98932141307
9406,281302.71581658773
14309,246314.18139337283
1946,298577.53349245747
16235,250520.20158505096
7146,175824.70048377616
16784,245751.05428810354
349,332935.2516420288
6251,176660.78090586155
5128,409343.70620181
11718,193926.76282071258
16721,106874.28168885266
12517,218607.47325644968
15961,190803.8818172612
9428,155470.3499112259
14541,145813.5071689293
10168,124613.02927780706
11270,158834.6793443492
13210,195419.47305027067
11518,166340.07479008855
12612,175590.83553607477
16352,108532.14782640184
9935,163927.85896181662
15521,365167.5128624414
11482,196216.3885306383
11443,163109.41163071792
9459,261783.64518101935
9218,182389.59135998736
854,139978.20372155152
5619,126323.56695651331
9208,198674.13425261606
4391,163083.43666404445
15207,142512.70293684173
7183,179027.81557765885
16442,219189.79410576684
7936,89314.19268803581
10606,301504.6485855828
4979,157320.7973500795
4854,260432.05511206886
16476,122782.27156036891
10516,185294.2306588652
16261,276160.63357358496
90,278900.87371454434
5433,172320.31412652202
14338,124656.33915253713
13487,240109.96056015225
8211,466119.98632652045
170,158307.94205078276
14051,119924.97898224086
10686,193658.80077304566
7595,281247.8392708163
6777,346044.0671589564
14661,173827.83248656595
13991,298744.55702376703
16795,179656.26781965964
2740,123285.5308931043
7368,285064.2675235407
2413,254403.34779749138
1852,443578.0903065872
15200,342399.1693181964
8467,333189.78319585935
16379,274101.6745122508
3375,188415.23771541676
5945,435592.6232361985
2641,179946.39897553803
2837,268471.857932508
3498,237024.78580754084
10876,151033.7598207946
1285,218644.75230045893
9285,257448.894788212
4015,329716.36962414003
2526,179752.75045711378
7814,198079.0750093196
7117,266661.2476891314
12359,122326.42314898463
3303,287468.22706240223
13874,189628.14130643598
5484,187511.15309325678
15067,147823.04829768353
12639,213273.44554328098
3388,243561.41302264502
4256,203137.08217592974
15738,185595.48077288177
14049,164004.54158464287
15780,182051.51820691884
9564,180662.02896904922
11910,214908.37896122673
11315,230520.04416695822
1733,144404.23198386884
3910,314746.91770530114
7552,516556.4680856421
254,186010.17841353247
5222,236855.76477592334
8314,224109.4988991411
16743,195623.56175396024
10335,119412.66557076092
8226,262035.23554157407
12254,233609.14302322015
13152,190211.9155683057
15020,216720.18470252102
16349,218791.77598000722
11924,190443.49210790664
12543,198533.246612443
14114,212710.98270650464
12318,249794.33888991745
15383,203495.25583718703
6679,233132.48859151505
635,188711.240737644
15993,320098.89202145033
11375,175307.82388467976
11216,190509.22741050704
15401,224073.2100944316
11301,176378.68413678883
13804,286312.599574665
10839,209195.64306597918
1588,333791.7688488722
3596,193830.27439138523
5816,187195.05296131934
8099,146626.12473661988
6551,186645.04852103052
14075,354057.69666954677
13431,210705.96995897047
9481,305568.27205640636
5295,147044.1951109831
15859,339723.47099938424
10634,345813.04695961793
444,201968.85382616217
11686,263516.4847671074
1213,210115.22192644858
13970,177978.5958242858
6849,416500.9973546384
9911,233196.51826631385
5649,174277.337642009
7184,140586.20605314718
5877,262977.4020534078
1655,306500.2075597213
15301,207149.21847334979
12389,226850.63620814987
5241,264100.2110989369
7048,164172.7777668156
10574,140153.54370497368
8593,167310.33086789283
4752,182315.71318489517
14663,172221.12632186007
10994,224048.83924374226
87,89041.97375955974
5132,128474.13990612632
6372,351065.84597406257
7411,289243.07243843906
3319,245410.3773710659
9355,124298.41441896149
5139,258100.19388358737
56,285355.1402551526
3249,208652.8602470471
5047,89069.90723668083
13238,373607.87906148285
2190,326938.9422372483
15599,176213.3970044953
6542,175657.8236599937
1968,182742.14179320956
5630,186891.7473919788
9157,283412.72560197697
789,183436.7895369736
1413,285720.20039645856
12514,291438.19850133825
13459,145627.08388579052
1345,259437.48472475525
4034,209736.18779125318
15169,153027.32246374083
6770,259495.59142396343
3334,184721.72891016304
12998,176266.3853919772
15870,238911.6323012047
1871,154432.30848251618
5770,195004.2437074595
13196,135051.79315514697
7633,195384.4606377263
10699,211161.69417821217
15470,208454.77940228197
1903,516481.4486170275
13860,253461.9509806196
7649,176318.4561725755
11043,134693.5338377932
2922,195350.02617606195
7538,258025.6559480028
9477,122112.73595950541
117,354108.2397276857
1457,252460.89124341292
7082,176432.20936350754
3053,260338.80577444192
12522,121150.35827031397
5744,348676.3892264533
13566,359060.51195859874
1464,123794.21065333615
3852,125283.37953605363
